id,about,sector
371,"Formed in 2001 following the merger of two established practices- Kane Crowe Partnership (1990) and T. B. Kennedy & Partners (1965). Has over 50 Years of experience in the industry and is now a major consultancypractice providing a full range of Quantity Surveying and Construction Cost Management Services. Has successfully completed over 2,500 projects, enjoys a significantly high rate of repeat business. Projects include hotel, leisure, residential, commercial, industrial, educational, healthcare, administrative, civic, retail, catering, tourism pharmaceutical, and civil engineering projects. Independent practice with offices in Tralee and Dublin Operates on a nationwide basis having undertaken projects throughout Ireland. Directors have almost one hundred years of experience in the construction industry between them, with proven cost management skills and extensive experience in senior positions in both the private and public sectors. Each project that is undertaken by KCK has the personal hands-on commitment of a Director who is supported by a highly motivated team of qualified and experienced quantity surveyors. ISO 9001:2008 Accredited.",construction
372,"Our mission is to provide quality financial and consulting services through the professionalism and dedication of our staff and partners here at our dublin accountants offices. The quality is guaranteed by a very high level of partner involvement with clients; one of the many benefits of working with a small niche practice. Our professional team has been recruited to deliver practical effective solutions to client needs. We develop close, long-term relationships with our clients by building up trust and never letting them down. If you are unhappy with the service you are getting from your current accountant, why not join the following clients who have come over to KDA?",finance
373,"KDL Scaffolding has fifteen years of experience in scaffolding solutions, access systems and scaffolding safety products. We've successfully completed hundreds of scaffolding contracts throughout Ireland, the UK and overseas for commercial, industrial and residential customers, including contracts in Constanta Romania within the ship building industry. We install, dismantle and supply a comprehensive range of the two most popular scaffolding systems, Kwikstage and Cuplock. We also provide bespoke fabrication, product design and technical support to large residential, industrial, commercial and civil engineering projects through the UK, Ireland and overseas KDL Scaffolding is fast, first class and pride ourselves on a 48hr turnaround on all orders hire and sale.",construction
374,"Welcome To KDM Digital Print KDM Digital Print situated in Armagh Business Park combine the very latest in print technology, graphic design and materials with competitive pricing. We guarantee our customers well-finished, high quality products, at very reasonable prices, delivered through exemplary customer service. We use the latest print technology and always print on high quality media. Our skilful finishing team make sure that your product is flawless before it leaves our premises. We have printed, designed and installed signage and graphics for big brand names and local businesses alike. We closely monitor our competitors' activities and pricing structure however we do not compromise on the quality of our materials and always use OMI (Original manufacturers Inks). We invest heavily in the latest technology to guarantee you superior, high resolution print quality at competitive prices.",print
375,"Looking for Market-Leading CCTV Equipment installed at a very keen price?? Got Slow or No Broadband?? Looking for a great trade price? Let us help You today, by a call or visit to our showroom!!",it
376,"Founded in 1999 by Mark Kelly and Sean O'Callaghan, KOC are celebrating 24 years in business; two decades of supporting our clients in all areas of cost and project management. At KOC we offer our clients a professional approach and efficient service that is tailored to their specific needs. Our core aim is to ensure cost effectiveness at every stage of the construction process and to provide independent, impartial and trustworthy advice to our clients. We're proud to say that the success of this commitment has been proven time and again through repeat business. KOC offers a full range of services including cost management, project management and funder advisory services. Our team primarily operates out of the main headquarters in Dublin while also maintaining satellite offices in Cork, Carrick-on-Shannon, Berlin and London. KOC has an excellent reputation supporting local and international clients across all sectors in Ireland, the UK and mainland Europe.",construction
377,"Kelly and O'Neill Ltd chartered accountants are a client focused practice dedicated to providing the highest quality of accounting, taxation and business services. Our efforts are driven by a desire to be your trusted advisor and consistently strive to exceed your expectations. Our offices are based in Cookstown and in Portadown. he practice team is led by partners Fergal Kelly and Cathal O'Neill. They have each developed reputations over many years for the delivery of sound commercial and taxation advice. Both men adopt a friendly, down to earth approach to the delivery of services. The practice also has various other support staff consisting of qualified accountants, trainees and administrative support staff.",finance
378,KEM was etablished in 1998 to cater for the ever growing demand within engineering industry. Over the years the company has evolved and developed new products and processes within the sheet steel industry. We offer a modern flexible production service to our customers.,engineering
379,"Here at Kennedy International, our purpose is to offer our customers a complete and personal transport and haulage service. Whatever the destination, we will strive to find the best solutions to fulfil your transport needs. Our family run company prides itself on its highly skilled workforce who are fully qualified and have thorough knowledge of transport procedures, we are happy to discuss your indivdual needs no matter how big or small they maybe. An efficient personal service is guaranteed. We have established a large network of great customers who have come to rely on our professional, reliable service when it comes to transport and haulage.. Our management team is available 24 hours a day, 7 days a week to discuss any issues in relation to the smooth operation and transportation of goods. Our reputation in the industry is outstanding for customer satisfaction with the objective to satisfy our customer's requirements.",transportation
380,"KeySoft is a leading supplier of cloud-based software within Ireland and the UK. Established and profitable for over 20 years, our customer base covers all industry sectors and our solutions are operating in large to small organisations. We work closely with our customers to provide them with the best possible software, implementation and support. Our guiding principles are to provide our customers with real value for money and a genuine desire to work with them for the purposes of mutual profitability.",it
381,"KI Network Solutions is part of Kedington Ltd, Ireland's largest IT network infrastructure solutions company, headquartered in Dublin. KI Network solutions provides the full suite of active and passive IT network solutions, structured cabling and data centre engineering services, to organisations of all sizes in the public and private sector. KI Network Solutions was founded in 2014 to serve the demand for Kedington Networking Solutions in the Northern Ireland market. Based in Derry and Belfast, we are managed by industry veteran Laurence Black. We design, supply, install and support leading edge IT networking solutions, incorporating passive and active (Voice, LAN Switching) networking, wireless technology and intelligent building systems.",it
382,"Killowen Contracts Ltd is a leading Building, Civil Engineering and Fit-Out Contractor working throughout Northern Ireland and Ireland for over 40 years. Founded in 1974 by brothers John and Noel McGivern, the company has achieved significant growth and a reputation for delivering high quality construction. As a family owned business, we focus on teamwork and providing a hands-on personal approach to clients. Our Directors are personally and proactively involved at every stage of our projects, assigned to manage and oversee our carefully selected contract team and encourage stakeholder engagement and collaboration from appointment to completion - ensuring success and client satisfaction beyond expectation. We collaborate with design teams, engage with stakeholders and listen to what clients want. The high level of client satisfaction, repeat business and recommendations we achieve is testament to our delivery of excellence and value in time, cost and quality. We work across a number of sectors - Commercial, Healthcare, Ecclesiastical, Conservation, Restoration and Renovation, Civil Engineering, Public Realm, Sports, Education, Community and Leisure, Fit out, Residential and Facilities Management - delivering multi-million pound projects for public and private clients.",construction
383,"We are a logistics service provider for all last mile and container delivery across North America. KKN Transport Solutions are a fully bonded freight broker in the United States and also an approved asset-based carrier. We are the first company of it's kind in Ireland, UK & Europe to offer a trouble free solution to expensive hidden charges such as pre-pulls, chassis splits and demurrage.",transportation
384,"KME Steelworks has been established for over 35 years. During this time, we have grown significantly and today offer an extensive portfolio of products and services. We operate in two main business areas: 1. The design and manufacture of steel precast concrete moulds for a worldwide customer base. We offer a range of standard moulds for popular applications such as free-standing walls and pedestrian barriers as well as bespoke moulds where our design engineers work closely with our clients to create a mould for a specific project such as bridge elements and building facades. 2. As a leading supplier of precision sub-contract services to customers ranging from low volume companies to global equipment manufacturers producing products ranging from forklifts to screening and crushing equipment. We are an ISO 9001 accredited company and are committed to the continual improvement of our quality processes to ensure that our customers receive excellent products and services.",engineering
385,"Knife-Edge Fencing is a 100% Irish owned and family business. Since its inception in 1988, Knife Edge has always prided itself on providing quality custom crafted metals to residential, industrial, retail and commercial clients. Our construction work has grown over the last number of years and we are happy to quote for any requirements you may need. Our staff of experienced and highly skilled craftsmen can create hand forged Ornamental Railings and work with any specification you may require.",engineering
386,"For nearly 40 years, Knights Group have been providing services in the areas of Hydrodemolition, Industrial Coatings, Concrete & Pavement Protection, High & Ultra Pressure Water Jetting & Specialist Cleaning.Knights complete projects primarily in the Construction, Petro-Chemical, Pharmaceutical, Power Generation, Transport, Distribution, Food Manufacturing and Education industries as well as undertaking projects for State bodies and County Councils.Our goal is a complete professional service that delivers on time and is professional throughout. Click below to contact us today !",construction
387,"L. Duffy & Co. of Derry are chartered accountants and Registered Auditors. Based in Derry City / Londonderry, Northern Ireland, we have clients from all over the UK and Ireland. Our clients include individuals with simple tax affairs, small traders and partnerships, small to medium sized companies, charities, community groups, voluntary organisations and wealthy individuals. What sets L. Duffy & Co. Derry apart is the service that we provide. No client is too small or too big. All our clients receive the time, attention and expertise needed to ensure that they receive the best advice possible. Our clients know that we are always there for them through the good times and the bad times and that we really do make a difference to their business.",finance
388,"In business for over 35 years, Labelprint produce a widerange of Labels, Plastic Cards and Security Seals. We Specialise inBarcode Printing and Labeling Solutions. We also install Label and Card Printing Systems, including Labels, Label Printers, Card Printers, Cards and Software into a wide range of Industries Nationwide, including Food Processing, Agriculture, Retail, Warehousing, Libraries, Hospitals, Timber Mills and the Waste and Recycling Trade.",print
389,"Martin is a fellow of the Irish Institute of Chartered Accountants (1991). He is also a fully qualified member of the Irish Taxation Institute (1992). Background Martin has over 25 years experience in all Irish taxes including corporate, employee and transactions taxes. His primary focus, apart from having overall responsibility for the tax affairs of the firm's client base, is on advising foreign companies about the advantages (particularly tax advantages) of Ireland for inward investment. Prior to establishing Lacey Consulting, Martin was National Lead Tax Partner with RSM Robson Rhodes LLP, a top 15 firm based in Dublin and the UK. Martin began his career with Price Waterhouse, where he trained and subsequently worked as a Senior Tax Advisor. In 1995 he joined a local Irish firm, Gorman AGN and was admitted to the partnership of that firm in 1997. Gorman AGN merged with RSM Robson Rhodes in May 2004, upon which, Martin was appointed to lead the combined firm's tax practice in Dublin. Martin occasionally contributes articles to Irish press media and international business publications.",finance
390,"Lagan Design provide architectural services for housing extensions, new-builds and commercial premises - please contact us to discuss your requirements",construction
391,"ounded in 1952, Lagan Group is now one of the largest privately owned companies in Ireland, employing over 1,000 people with a turnover in excess of £350 million. Our quality products and the expertise of our people are behind countless developments around the world - from new housing developments in Northern Ireland and Britain, to highways in Oman. Lagan Products represents the cement and clay manufacturing divisions of the Lagan Group. Our portfolio of products ranges from bulk and bagged cement products, to concrete roof tiles, readymix concrete, blocks, clay bricks, clay pots and flues and chimney systems and stoves. Our knowledgeable staff are on hand to help you, whether that be Sales, Technical Support or at our manufacturing plants.",construction
392,"Lamont Industrial Ltd name has been synonymous with Abrasive Manufacture & Supply in Northern Ireland for three decades.Our extensive product range is available for Next Day Delivery on stock items in Northern Ireland and covers a wide spectrum of industries including Woodworking, Furniture, Engineering, Automotive, Hire Trade and DIY.We pride ourselves in offering Consistently High Quality at Value for Money Prices and the assurance that our products have the back-up of some of The Worlds Largest Manufacturers.We are also the authorised repair centre for Mirka Tools covering Northern & Southern Ireland.",engineering
393,"stablished 1988, with over 100 dedicated people at 5 wholly owned depot locations managing the Logistics requirements of our clients throughout the U.K and Ireland. Mixed fleet of 60 distribution vehicles delivering ordered goods on time and to the satisifaction of our customers. Objectives To Provide: A Professional Service To Attain: A Standard of Excellence, combined with a Personal Approach To Ensure: A Cost Effective Solution To Comply: With our Customer's Requirements Integrated Logistics Service We provide closed loop distribution services to facilitate smooth and speedy movement of goods from point of manufacturer to end-user. This means that goods entrusted to our care remain within our own system, with all the benefits for track and trace, security, and P.O.D's response. 'The last mile is the most important and our control of this vital link is our strength.'",transportation
394,"For over twenty years, Larsen have a first class reputation for meeting the need of domestic and industrial clients throughout Ireland. Our piling systems are low vibration with zero spoil and are installed with light weight rigs suitable for restricted access work. We have the pile for your job with loads from 5T-100T capacity and offer a fast and friendly service. If you require any further information, please contact us as below. Larsen are accredited by the Association of Specialist Underpinning Contractors for piling and underpinning works as well as Helifix for structural repair works. Our trained personnel were some of the first piling operatives in Northern Ireland to secure their NVQ in Piling after working with CITB to develop this course. ASUCplus is an independent trade association formed by a number of leading contractors to promote professional and technical competence within the subsidence industry. Members offer a comprehensive range of subsidence repair techniques and engineered foundation solutions. Annual Health & Safety audits together with rigorous quality assurance and technical checks are in place for these works.",construction
395,"At Lean Engineering, we specialise in the design, installation, and maintenance of a wide range of electrical systems. Based in Stadium Business Park, Dublin, we have a proven track record of delivering top-quality electrical services for our clients, on time and within budget. Founded on a commitment to excellence and a dedication to delivering high-quality electrical services, Lean Engineering has become a trusted name in electrical installations across Ireland. We are based in Stadium Business Park, Dublin, but our reach and impact extend throughout the country.",electrical
396,"The company is now based in Santry, Dublin 9 in a modern 4,000 sq. ft. industrial unit close to Dublin Airport making use of modern technology in manufacturing & communications. Like many long-established businesses we have so far weathered the recent difficult economic times and are looking forward to continuing the business into the future.",print
397,"Leinster Hygiene Products is an Independent, indigenous Irish business founded in 1985. We are a leading hygiene, janitorial, first aid & full facilities products supplier in the Irish marketplace. We have a proven track record in providing excellent products, and tailor-made solutions offering a professional, personal 'hands on' approach. Based in Dublin, for the past 35 years we have successfully supplied and supported businesses with an extensive range of products, servicing the Professional, Health, Commercial, Education and Government sectors. The very nature of supporting the operations of our customer's business requires a trusted partner. This is something that LHP has understood for many years, with a long track record with companies in Ireland from several industries sectors including Airlines, Public Sector, Hospitality Financial Services, Healthcare and Retail We have set standards that others aspire to and have built a solid reputation of providing a cost effective and professional hygiene service to businesses in Ireland. Our professional solutions are designed to keep business safe, as we work closely with our suppliers offering products that adhere to all relevant compliance standards, policies and legislation.",industry
398,"From inception to completion, Lenaghan Design can facilitate a diverse range of clients and budgets no matter what project they are embarking on. From a basic service of obtaining necessary Planning and Building Control Approvals to a Full Architectural Service which will take a project right through from initial design, liaising with all necessary statutory bodies, and supervising works on site and Mortgage Certificates for lenders. The ethos of the practice is to achieve the solution which best meets the criteria set out by the clients to ensure a successfully designed project, built on time and to budget. As part of the service, Lenaghan Design can also call upon a wide range of professional consultants such as Structural Engineers, Landscape Architects, Civil & Roads Engineers, Planning Consultants and Land Surveyors to assist when and where necessary. Services Offered One off bespoke dwellingsDwellings on a farmAlterations / extensions / renovations to dwellingsHousing developmentsRoof space conversionsNew church halls / renovation of existing hallsFactories / warehousing / commercialNIHE grant projects (disabled facilities adaptations)Land transfer / lease maps / boundary setting outAll projects can be taken from inception to completion with full project management",construction
399,"Lenfestey & Co are an independent firm of Chartered Accountants and Registered Auditors which has been successfully operating in Ireland and the UK since 2004. The principal of the practice is Joseph Lenfestey who qualified in 1980. After qualification Joseph spent 12 years in industry and commerce. He has a strong commercial and IT background and extensive experience in industry and commerce and business rescue. He returned to general practice in 1992, and worked as a partner in a medium size practice in Kilkeel and Newry before forming Lenfestey & Co. Our aim is to provide clients with a wide ranging service while still maintaining focus on the individual requirements of each client. We are an experienced company that's big enough to serve all your needs, yet small enough to provide individual attention and take the time to deal with questions and provide a cost efficient, timely service with no hidden costs. We have many clients in the local community and service businesses, small and large, across many sectors including: agriculture the construction industry the professions the service sector hospitality manufacturers and retailers.",finance
400,"Lisnastrain Cavity Trays is a family owned manufacturing business located at the heart of Mid-Ulster in Cookstown, Co.Tyrone. This central location makes delivery or collection within easy reach from across the country. As the name suggests, Cavity Trays is what we are renowned for. Our preformed trays eliminate the onsite difficulties inherent in conventional methods. The built in product makes for a superior quality finish whilst also delivering a greater range of damp proofing benefits. All our products are designed and manufactured for ease of use and simplicity of application. They are made by using modern techniques and machinery and every care is taken to ensure that only top quality products are delivered to the client every time.",construction
401,"OUR REPUTATION Since signing our first agency agreement to sell Harrision lathes in 1956, Lister Machine Tools has built a strong reputation for quality in the Irish market. Today we are the leading supplier of quality machine tools and machine tool accessories to manufacturing industries throughout Ireland and Northern Ireland. OUR PEOPLE Over 40 experienced personnel, based in Dublin, Antrim and throughout Ireland and Northern Ireland working to deliver a first class service to all our customers. A clear understanding of the day to day issues facing customers, gained through our long successful history in the marketplace, ensures that we deliver on service. OUR CUSTOMERS Our customers range across the complete spectrum of manufacturing from large multi-nationals to smaller Irish indigenous engineering companies. These include manufacturers of large industrial heavy plant and equipment through to manufacturers of high precision medical devices. In addition, we serve the educational sector including post-primary schools, FAS centres and other semi-state and public bodies including the ESB and the Prison Service. OUR PHILOSOPHY Recognising the critical role that machine tools play in our customers' businesses, our guiding philosophy is that only products of the highest quality, allied to consistent first-class service, will ensure that Lister Machine Tools can continue to be successful and be a company which our customers can rely on to support them. OUR PRODUCTS AND SERVICES We supply a complete range of CNC and Conventional Metal Forming equipment; CNC and Conventional Metal Cutting equipment, Consumables, Machine Shop Accessories, Metrology equipment and Machine Tool Parts. Our extensive product range allows us not only to supply standard items but also to provide technical solutions for a full range of projects in all sectors. We provide comprehensive after-sales service throughout Ireland and Northern Ireland. In addition, we provide training, applications engineering consultancy and ongoing technical support on all our product ranges.",engineering
402,"At LM Engineering we design and manufacture for both the commercial and domestic market. At LME we produce and install everything from, bespoke steel balustrades, outdoor furniture, gates and railings, handrails (stainless steel & glass)as well as, staircases and fire escapes. Supplying and installing all over the U.K and Ireland, with our aim to deliver exceptional service. We work closely alongside our clients, which enables us to form long-term business partnerships.We are a CE certified structural fabrication company. CE marking is a certification mark that indicates conformity with health, safety, and environmental protection standards for products sold within the European Economic Area (EEA).Our dedicated team can now serve the commercial, industrial, agricultural and private sectors. Providing them with high quality finished products.",engineering
403,"Locksley is a vibrant, trusted, and reliable Electrical and Mechanical Contractor that has worked throughout the UK, Ireland, and beyond for over 30 years. Locksley has a proven track record of working with some of the world's most prestigious companies on both challenging and technically demanding projects. Over the last 30 years, the team at Locksley have developed a reputation as a trusted contractor providing high-quality, on-time and on-budget solutions to the full satisfaction of our client's needs.",electrical
404,"Providing both domestic and international logistics, we work in partnership with clients to offer a range of cost-effective solutions that have been developed to meet the ever-changing demands of the industry. Our investment in infrastructure, forward-looking approach and proven track record ensures our ability to handle import consignments, whatever their size - from full containers direct from port to distribution centres to individual items, delivered direct to your customer's front door. Our export and cross-trades services, likewise, handle anything from small parcels through to major project forwarding.Membership of the Fortec Distribution Network at our Ipswich, Liverpool and Norwich facilities enables us to provide economy, next day, AM and timed deliveries of palletised freight throughout the UK.As an Authorised Economic Operator, (Full), authorities throughout the world recognise the integrity of our business and the security of our customer's cargo whilst in our care.",transportation
405,"Loughran Rock Industries was established in 1985, although the roots of our business go back much farther than that. Since the 1960s and 1970s the Loughran name has been a familiar sight on our roads, carrying and supplying materials for the construction and civil engineering industries in Northern Ireland.",construction
406,"Loughtec was founded in 2006, with its main aim to provide an IT outsourcing philosophy to fit any size or shape of business. Our broad service offering, combined with our equitable billing model allows us to engage cost-effectively with a broad range of requirements. Whether you are a small business with no in-house IT expertise requiring an end-to-end outsourced model or a larger business with an in-house IT department simply requiring high-end second-level support and strategic guidance. Loughtec has the perfect solution. We differentiate ourselves through our approachability, comprehensive knowledge and technical experts in our field. We treat all customers with equally, with respect and encourage clients to develop technical relationships with individuals in our team, contacting them through their individual email addresses and phone numbers. We spend a lot of time ensuring our employees are experts in the technologies we deploy. Simply by ensuring each member of staff is taken through the relevant training zones to become experts. And we have also assembled a great suite of remote access, storage, networking and hardware products that provide outstanding performance at a competitive price. Our unique approach has led to an average annual growth of 50% per annum.",it
407,"Situated just outside Gilford, beside Kernan Lough, Loughview Timber is a progressive company. Established in 2009 Loughview Timber works closely with prestigious construction companies throughout Ireland and the UK. Our team of craftsmen have the expertise to provide our clients with a complete overall joinery package. Our products range from timber external door sets, fire rated doors, staircases, windows, all variations of internal door sets and screens. We at Loughview Timber apply the highest standard of quality and service. We operate a quality management system ISO 9001 which gives our customers the peace of mind that they will receive only the best products and service from our highly skilled workforce. Loughview Timber offer an extensive range of door's which meet the requirements of all commercial and residential tenders. Loughview Timber can supply doors for the following industries;",construction
408,"LSB Marketing is a provider of local and small business web solutions, at an affordable price. Based in Dungarvan, Co. Waterford and serving businesses throughout Ireland, we help local & small businesses to find new customers by delivering an effective web presence.",it
409,"LSI is a privately owned, non-asset based, no frills, domestic & international freight forwarding and solutions service provider - just like it says on the tin. We build relationships through understanding our customer needs and delivering on promises. Established in 2015 and locally based in Northern Ireland, we offer multi-modal transportation services, including air, sea, road and Customs clearance services. From domestic pallet transport to large scale international project movements and supplier management from purchase order placement to point of delivery, we encourage you to challenge our skills. New to import & exporting? We are here to support and guide you through your journey. IATA registered we can negotiate and book cargo directly with airlines, avoiding increased costs through other parties. As members of WCA World Cargo Association we have immediate access to over 6,000 trusted partners worldwide, allowing us to service you and your customer needs globally.",transportation
410,"At Lucid we understand the importance of reliable equipment and affordable solutions, we combine both of these important factors to give our clients industry leading alarms and security systems.",industry
411,"Manufacturers Of Bespoke Kitchen's & Furniture Lyons & Wards Woodcraft LTD, trading since 2010. Manufacturers of stunning custom furniture, stairs and kitchens which will set of any home. We have developed a strong reputation due to our honesty, trustworthiness and our quality of workmanship. Our aim is to create seamless fusion in your home, wether you require bedroom furniture, a new kitchen or just something bespoke, needing tailored to exactly your requirements. Our commitment to quality is developed job by job as we believe that our first goal is to ensure that our customers are completely satisfied with the work performed in their homes. We work hard to ensure the individual needs of our customers are met for each and every individual through our continued professionalism, courteous personalised service and most importantly, listening to our customers needs. From our very first conversation, and beyond the completion of your project. We deliver the best product possible, a Lyons & Wards custom work of art.",construction
412,Lyons European Transport was established in 1997 by Gary Lyons. In the early days our company was mainly involved in freight forwarding from premises in Lisburn. In 1998 our company purchased its first Scania lorry and in 1999 moved to bigger premises at Lissue Industrial Estate in Lisburn. Our business is very much a family concern and has a common goal which is to provide one of the best service levels in the industry for all our clients. By putting the customer first our company has built up an impressive portfolio of clients. We specialise in offering full and part load driver accompanied services to and from any European country for temperature controlled produce and dry freight goods. After a steady period of growth we moved to purpose built premises on the Derrynahone Road outside Moira in 2003. The premises offer modern office accommodation with full workshop facilities as well as spacious yard for transhipping and storage. Clients have seen the dedication and commitment that the staff at Lyons European Transport have to get the job done. Equally as important they have seen the passion they share in ensuring that our company always portraits a positive image when our vehicles are on the road. All our drivers have many years of experience travelling across Europe and have a good knowledge of the rules and regulations that govern each country.,transportation
413,"Formed in 1979 by Mark Crowe the company enjoys a reputation for high quality and problem solving. The company has never forgotten its roots and the benefit it enjoys from repeat business and recommendations from construction professionals and clients alike. M.E. Crowe Ltd offers a wide range of services including new build construction, refurbishment and design and build.",construction
414,"In business for 15 years, M O'Kane Electrical has been built on a strong reputation of quality and service. M O'Kane Electrical specialise in electrical building services, facilities management and specialist services. With more than 35 years of combined experience within these disciplines, M O'Kane Electrical has the expertise and experience to meet the needs of their clients. Over the years, M O'Kane Electrical has seen considerable growth as an electrical contractor, enabling them to add large, high-calibre projects to their portfolio, including their work with Lidl and Sainsbury's.",electrical
415,"MP Kearney & Co, an expanding accountancy firm, has recently relocated to the Mountjoy Road in Omagh. Mary Kearney, proprietor of the business, qualified as a Chartered Certified Accountant in May 1996 and obtained her Audit and Practicing Certificate in September 2001. Mary started the accountancy business in October 2006, after having worked in private accounting practice for some 20 years. The business has grown over the past number of years, a success that the firm partly attributes to their current clients. To date, most of our new clients have come to us on recommendation from existing clients. MP Kearney & Co, pride themselves with providing their clients with accounting and business services tailored to meet the needs of each individual business.",finance
416,"M.N.Davis Ltd was established in 1968 and has been providing its customers with a plumbing, heating, drains, and oil and gas boiler service facility. From an initial work force of 1, M.N.Davis Ltd has expanded to employee 8 full time staff. Our staff includes a fully qualified Building Services Engineer to oversee all mechanical contracts. Our clients range from C.B.R.E, Fingal County Council, Flogas Ireland, KARE, SNC Engineering ,Links Child Care, The Nuremore Hotel and country club, The fitzwilliam hotel, down to our original customer base of local domestic customers. Following sustained growth In 1990 we established the drains department of our company where we now offer a full range of drain services and we hold a currant national waste collection permit. We employee a civil engineer and our service men hold the City and Guilds certification for pipe score and reporting. In 2007 we became a registered gas installer allowing us carry out natural gas installations as well as the service of appliances. This is backed up with the past 40 years experience with LPG Gas services and installations. We are centrally located at 19 Balbriggan Street, Skerries, Co. Dublin, and can be contacted at the following:",construction
417,"Mac Cladding manufacture all flashings and cladding. Offering a wide range of profiles and colours, and also provide non-drip sheeting which prevents condensation problems",construction
418,"MAC Core Ltd are currently the market leading diamond drilling contractors in Northern Ireland. We are a 25 strong team, established over 10 years ago by managing director Andrew McLoughlin. MAC Core Ltd has an impressive range of machinery for all forms of concrete surgery. We pride ourselves on our fast, efficient and 24/7 service. Customer Satisfaction is our utmost priority. MAC Core Ltd also has a utility division in the UK and has successfully undertaken work in Europe.",construction
419,"With over 35 years experience specialising in period joinery, Patrick Lynch has gained an extensive knowledge of all aspects of the restoration, refurbishment or replacement of historic joinery at home and abroad, particularly Victorian or Georgian sliding sash windows. The team at Maclyn Conservation Joinery is comprised of time-served joiners and painters who have a passion for historic buildings and take great pride in their work. From terraced house with box sash windows to the renovation of listed buildings, every job whether big or small will be given 100% skilled expertise. Our motto is to treat every job as if it were on our own cherished home. For advice on any aspect of your home or building, contact Maclyn Conservation Joinery, Ireland's leading period joinery specialists.",construction
420,"The Company Profile Founded in 1979, Macrete Ireland Ltd is at the forefront of the precast concrete engineering industry. Supplying materials and expertise to UK blue chip construction companies, Macrete Ireland Ltd are specialists in precast solutions for the sea defence, civil engineering, railway infrastructure, sports stadia and water and utility sectors. Vision Our vision is for our customers to see us as · A desirable business partner with safe and efficient processes · A leader in quality · Constantly innovating and expanding services · A business with highly ethical standards Values · Innovation - through actively seeking advancement in technology and product performance. · People - through teamwork and the development of our staff we will achieve operational excellence in our business. · Customers - understanding our customer's needs and expectations and continually improving products and services. Continuous Improvement · We want to enlarge our knowledge and skill and continually improve every aspect of our work · Implement and operate effective management systems. · Seek opportunities to improve products, services and systems continually. Resources Based in Northern Ireland, the Company utilises a 45-acre site at Toomebridge, Co. Antrim. The manufacturing facilities include: · State of the art manufacturing machines and systems. · Modern batching plants with waste management systems. · A testing laboratory where thorough concrete strength analysis is carried out. · Moulding workshops and casting workshops exist with contemporary equipment. · A 250Kw wind turbine, which is used to supply the factory, with any excess power being exported to the grid. · A 50Kw solar PV array, which is used to supply the factory, with any excess power being exported to the grid. · Workshops are heated using a waste wood burner. · Water harvesting processes and facilities. · Low energy LED lighting fitted throughout the factory · Space is also available to allow for full trial builds of structures and for storage purposes. · We provide employment for in excess of 130 people. All personnel are competent, fully trained and supervised. Confidentiality The Company is committed to maintaining the highest degree of integrity in all our dealings with potential, current and past clients, both in terms of normal commercial confidentiality, and the protection of all personal information received in the course of providing the business services concerned. We extend the same standards to all our customers, suppliers and associates. Ethics The Company will always conduct our own services honestly and honourably, and expect our clients and suppliers to do the same. Our advice, strategic assistance and the methods imparted through our training, take proper account of ethical considerations, together with the protection and enhancement of the moral position of our clients and suppliers. Duty of care The Company's actions and advice will always conform to relevant law, and we believe that all businesses and organizations should avoid causing any adverse effect on the human rights of people in the organizations we deal with, the local and wider environments, and the well-being of society at large. Prices Our prices are always competitive for what we provide, which is a high quality, bespoke manufacturing service. As such we do not generally offer arbitrary discounts. That said however we will always try to propose solutions which accommodate our clients' available budgets and timescales. We will agree our rates and schedule of additional charges clearly in advance, so that we and our clients can plan reliably for what lies ahead, and how it is to be achieved and financially justified. Payment The Company aims to be as flexible as possible in the way that our services our charged. However, we reserve the right to charge interest on late payments, so we expect payments to be made when agreed. Our terms are generally net monthly in arrears. Intellectual property and moral rights The Company retains the moral rights in, and ownership of, all intellectual property that we create unless agreed otherwise in advance with our clients. In return we respect the moral and intellectual copyright vested in our clients' intellectual property. Quality assurance The Company maintains the quality of what we do through constant ongoing review with our clients, of all aims, activities, outcomes and the cost-effectiveness of every activity. We encourage regular review meetings and provide regular progress reports. The Company is accredited under a number of quality assurance and supply chain approval schemes. Further details are available on request. Professional conduct The Company conducts all of our activities professionally and with integrity. We take great care to be completely objective in our judgments and any recommendations that we give, so that issues are never influenced by anything other than the best and proper interests of our clients. Equality and discrimination We always strive to be fair and objective in our advice and actions, and we are never influenced in our decisions, actions or recommendations by issues of gender, race, creed, colour, age or personal disability.",construction
421,"Experts in Plastic Packaging Magnum Enterprises was established in 1984 and since then have built up a reputation for quality products with outstanding service as well as competitive pricing throughout the island of Ireland.We are based in Baldoyle Industrial Estate in Dublin where we store our extensive range of polythene products ensuring that our delivery times suit your requirements.In today's fast paced world we strongly believe in the personal touch and are passionate about the packaging industry. We strive to build strong relationships with our customers and do so by listening to your needs.This allows companies to focus their time and energy on other aspects of their business, making ordering your plastic packaging the simple task that it should be.Our customers are confident in knowing that we put their needs first. Magnum Enterprises is one of Ireland's leading suppliers of quality plastic packaging.At Magnum we understand that everyone's needs for plastic packaging differs. We pride ourselves on the level of service given to our customers.Contact us for further information on how we can address all of your individual plastic packaging needs.",industry
